Wing Dclz,DCmg_Dalpha
0.05395079265562148,-0.057492471204956895
0.05395134285517684,-0.05749310227287426
0.05395188568713076,-0.05749372488909249
0.05395242483525442,-0.05749434327942522
0.053952958457506243,-0.05749495533081629
0.053953486553752206,-0.057495561043146806
0.053954009123900123,-0.05749616041632571
0.053954526167824174,-0.05749675345024372
0.053955037685390325,-0.05749734014478003
0.053955543676498074,-0.05749792049984209
0.0539560441410493,-0.05749849451533427
0.053956539078916496,-0.057499062191142196
0.05395702848998135,-0.057499623527162085
0.0539575123741572,-0.057500178523307216
0.05395799073131825,-0.057500727179472064
0.053958463561356626,-0.057501269495549
0.053958930864190964,-0.05750180547146523
0.05395939263967814,-0.05750233510709897
0.05395984888775045,-0.0575028584023745
0.05396029960829311,-0.05750337535719647
0.05396074480119249,-0.057503885971458175
0.05396118446637679,-0.05750439024508884
0.05396161860371965,-0.05750488817798382
0.05396204721313844,-0.05750537977005827
0.053962470294546365,-0.057505865021231936
0.053962887847830786,-0.057506343931410756
0.053963299872902375,-0.05750681650050815
0.053963706369687676,-0.05750728272845035
0.05396410733807262,-0.05750774261514274
0.053964502777970574,-0.05750819616050568
0.05396489268930962,-0.057508643364466545
0.05396527707198588,-0.05750908422693436
0.05396565592592802,-0.05750951874784042
0.053966029251040167,-0.0575099469271026
0.053966397047241765,-0.057510368764647046
0.053966759314454056,-0.05751078426039633
0.05396711605259031,-0.057511193414272924
0.05396746726157795,-0.057511596226211964
0.05396781294133291,-0.05751199269613902
0.05396815309178129,-0.05751238282397919
0.053968487712845424,-0.057512766609666796
0.05396881680445396,-0.05751314405313695
0.053969140366527564,-0.057513515154314104
0.05396945839899991,-0.05751387991314068
0.05396977090179826,-0.05751423832954596
0.05397007787484854,-0.0575145904034649
0.05397037931808948,-0.057514936134842966
0.05397067523144912,-0.05751527552361095
0.053970965614863545,-0.057515608569711274
0.053971250468265924,-0.05751593527308545
0.05397152979159153,-0.057516255633670604
0.05397180358478399,-0.057516569651417965
0.053972071847776776,-0.05751687732626523
0.053972334580514134,-0.057517178658157884
0.053972591782934634,-0.05751747364704953
0.053972843454978284,-0.057517762292875786
0.0539730895965942,-0.05751804459559317
0.053973330207724296,-0.05751832055515195
0.053973565288317565,-0.05751859017149821
0.053973794838317296,-0.057518853444586945
0.053974018857676956,-0.05751911037437127
0.05397423734634494,-0.0575193609608059
0.05397445030426814,-0.057519605203843735
0.0539746577314068,-0.05751984310344519
0.05397485962771084,-0.057520074659563464
0.05397505599313329,-0.057520299872160036
0.053975246827631634,-0.05752051874119573
0.0539754321311653,-0.05752073126662932
0.05397561190369095,-0.05752093744842375
0.053975786145169805,-0.05752113728654215
0.053975954855560775,-0.05752133078094892
0.05397611803482853,-0.05752151793161113
0.05397627568293488,-0.05752169873849333
0.05397642779984379,-0.057521873201564266
0.053976574385527124,-0.05752204132079419
0.05397671543994651,-0.05752220309614978
0.05397685096307135,-0.05752235852760531
0.05397698095487262,-0.057522507615133056
0.05397710541531951,-0.0575226503587034
0.053977224344386614,-0.0575227867582941
0.05397733774204807,-0.057522916813881296
0.05397744560827435,-0.0575230405254383
0.053977547943044164,-0.05752315789294605
0.05397764474633555,-0.057523268916383076
0.05397773601812363,-0.05752337359572793
0.053977821758391845,-0.0575234719309649
0.05397790196711942,-0.05752356392207456
0.053977976644287114,-0.057523649569040464
0.0539780457898805,-0.05752372887184839
0.053978109403883985,-0.0575238018304835
0.05397816748628203,-0.057523868444932985
0.05397822003706138,-0.057523928715184316
0.053978267056211754,-0.057523982641228204
0.053978308543722,-0.05752403022305397
0.0539783444995828,-0.05752407146065327
0.053978374923786515,-0.05752410635401917
0.053978399816326184,-0.057524134903145174
0.05397841917719565,-0.057524157108026115
0.05397843300639148,-0.0575241729686582
0.05397844130391029,-0.057524182485038614
0.05397844406975005,-0.05752418565716562
0.053978441303910225,-0.05752418248503859
0.0539784330063917,-0.05752417296865834
0.053978419177195695,-0.057524157108026094
0.05397839981632577,-0.05752413490314496
0.05397837492378649,-0.057524106354019305
0.05397834449958263,-0.05752407146065309
0.05397830854372211,-0.057524030223053906
0.053978267056212136,-0.0575239826412286
0.05397822003706213,-0.05752392871518505
0.05397816748628111,-0.05752386844493246
0.0539781094038827,-0.05752380183048236
0.053978045789881066,-0.05752372887184831
0.053977976644287586,-0.05752364956904108
0.05397790196711988,-0.05752356392207476
0.05397782175839218,-0.05752347193096508
0.053977736018123175,-0.05752337359572797
0.05397764474633482,-0.05752326891638285
0.053977547943044685,-0.05752315789294605
0.05397744560827422,-0.05752304052543774
0.05397733774204764,-0.05752291681388168
0.053977224344386586,-0.057522786758294094
0.05397710541532067,-0.05752265035870387
0.05397698095487306,-0.057522507615133216
0.05397685096307046,-0.05752235852760447
0.05397671543994612,-0.05752220309614959
0.05397657438552699,-0.05752204132079447
0.05397642779984564,-0.05752187320156497
0.0539762756829343,-0.057521698738492895
0.05397611803482712,-0.05752151793161129
0.05397595485556212,-0.05752133078094931
0.053975786145169055,-0.057521137286541624
0.05397561190369014,-0.057520937448423154
0.05397543213116706,-0.05752073126663018
0.05397524682763126,-0.05752051874119617
0.053975055993131585,-0.05752029987215859
0.05397485962771064,-0.057520074659563325
0.0539746577314074,-0.05751984310344578
0.05397445030426898,-0.05751960520384438
0.05397423734634306,-0.057519360960804906
0.05397401885767632,-0.05751911037437023
0.05397379483831955,-0.05751885344458826
0.053973565288317135,-0.05751859017149837
0.05397333020772499,-0.057518320555151756
0.053973089596593214,-0.05751804459559269
0.05397284345497667,-0.05751776229287468
0.05397259178293562,-0.05751747364705051
0.05397233458051451,-0.05751717865815936
0.05397207184777622,-0.057516877326263954
0.0539718035847844,-0.05751656965141788
0.053971529791593136,-0.057516255633672755
0.05397125046826584,-0.057515935273085184
0.05397096561486392,-0.05751560856971055
0.05397067523144869,-0.05751527552360969
0.05397037931808902,-0.05751493613484356
0.05397007787484886,-0.05751459040346592
0.053969770901798435,-0.05751423832954531
0.05396945839899977,-0.05751387991314127
0.05396914036652652,-0.05751351515431419
0.05396881680445381,-0.057513144053135595
0.05396848771284496,-0.05751276660966712
0.053968153091782274,-0.05751238282398077
0.05396781294133395,-0.05751199269613799
0.05396746726157934,-0.057511596226213164
0.053967116052589095,-0.05751119341427169
0.053966759314450934,-0.05751078426039379
0.05396639704724234,-0.05751036876464729
0.053966029251041554,-0.057509946927103886
0.05396565592592837,-0.057509518747841507
0.053965277071986055,-0.05750908422693397
0.05396489268930973,-0.05750864336446597
0.053964502777969305,-0.05750819616050558
0.05396410733807285,-0.05750774261514338
0.053963706369688835,-0.05750728272845149
0.05396329987290347,-0.057506816500509234
0.05396288784783189,-0.05750634393140959
0.05396247029454226,-0.05750586502123019
0.053962047213136466,-0.05750537977005892
0.05396161860372271,-0.05750488817798445
0.053961184466375454,-0.05750439024508815
0.053960744801194,-0.0575038859714585
0.053960299608294494,-0.05750337535719602
0.05395984888775097,-0.05750285840237533
0.05395939263967611,-0.057502335107096805
0.05395893086418715,-0.05750180547146505
0.05395846356135969,-0.05750126949555176
0.05395799073131623,-0.057500727179468546
0.05395751237415656,-0.05750017852330694
0.053957028489984994,-0.05749962352716534
0.053956539078915455,-0.05749906219114258
0.05395604414104855,-0.05749849451533179
0.05395554367650033,-0.05749792049984335
0.05395503768539102,-0.05749734014478162
0.05395452616782157,-0.05749675345024093
0.05395400912389937,-0.057496160416324923
0.05395348655375417,-0.057495561043147264
0.05395295845750567,-0.057494955330814945
0.049456502637426174,-0.05270327784991088
0.053951887529073796,-0.05749372700206619
0.0674389712080631,-0.0718661400020974
